%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
0,1399,0,,0.0697138381373,0.112515969143,5.60704620035,0.00020295339362,0.00118233278784,-0.0174136067177,0.999847651995
0,1400,0,,0.0704527712464,0.111954727,5.61184161796,0.00019667247588,0.00126538220058,-0.0174064763841,0.999847675753
0,1401,0,,0.0712216415516,0.111394703881,5.61663591391,0.000219306277113,0.00130102727497,-0.0174006943115,0.999847725941
0,1402,0,,0.0716175313389,0.111114961405,5.61903503164,0.000223984845016,0.00129356160023,-0.0173986408723,0.999847770326
0,1403,0,,0.0720209184948,0.110835306438,5.62143734141,0.000217984605133,0.00127445731542,-0.0173956948363,0.999847847446
0,1404,0,,0.072849192006,0.110276626222,5.6262505691,0.000171579512336,0.0012188039919,-0.0173903675067,0.999848018548
0,1405,0,,0.07370413028,0.10972001463,5.6310713934,0.000126391866244,0.00111610521812,-0.0173873381957,0.99984819788
0,1406,0,,0.0750285632563,0.108892026214,5.63830415827,7.5428864856e-05,0.000970150668016,-0.0173894983364,0.999848317729
0,1407,0,,0.0759351696766,0.108346139012,5.64315174269,3.82460367623e-05,0.00151007608998,-0.0173902718504,0.999847636719
0,1408,0,,0.0763993411616,0.108075389265,5.64559025082,6.00815681326e-06,0.00228166227937,-0.0173897283462,0.999846183835
0,1409,0,,0.0768782453125,0.107806241518,5.64803858363,-2.33230607714e-05,0.00329049497089,-0.0173881797787,0.99984339939
0,1410,0,,0.077914732892,0.107273214449,5.6529675808,-7.96448591554e-05,0.00548439954192,-0.0173857412294,0.999833811701
0,1411,0,,0.0791154697597,0.106747379182,5.65791557893,-9.41860023882e-05,0.00744521708506,-0.0173885261256,0.99982108351
0,1412,0,,0.0805410035247,0.106228116146,5.66286474751,-9.80181787889e-05,0.00891060953079,-0.0173948685832,0.999808986746
0,1413,0,,0.082233527084,0.105714625168,5.66781212488,-8.466839106e-05,0.00972495545336,-0.0173988406481,0.999801329473
0,1414,0,,0.0853106206687,0.104953723575,5.6752242735,-0.000107017853538,0.00982187777837,-0.0173917017687,0.999800504088
0,1415,0,,0.0864785129423,0.104702682537,5.6776932365,-0.000114467222422,0.00961142710553,-0.0173876605467,0.999802618834
0,1416,0,,0.0877140956886,0.104453068142,5.68016191868,-0.000114363226314,0.00931197647614,-0.0173835584595,0.999805524045
0,1417,0,,0.08901420081,0.104204909096,5.68262981391,-0.000115093477853,0.00894043838189,-0.0173789504597,0.999808995457
0,1418,0,,0.0903751973004,0.103958243774,5.68509752321,-0.000126333267772,0.00851281028244,-0.0173745955607,0.999812802244
0,1419,0,,0.0932632659354,0.10347006027,5.69003357346,-0.000197972958065,0.00758753495042,-0.0173644218414,0.999820417362
0,1420,0,,0.0963444903191,0.102991075996,5.69497164187,-0.000308059258622,0.00669505509591,-0.0173517472364,0.999826984135
0,1421,0,,0.0995875386622,0.102524973334,5.69991443966,-0.000400852262125,0.00591819576396,-0.0173403952888,0.99983204838
0,1422,0,,0.102966018896,0.102074976558,5.70485779284,-0.000480334466891,0.00530030580769,-0.0173292347973,0.999835673328
0,1423,0,,0.108243789161,0.101435945417,5.71227438059,-0.000612136807024,0.00466052303487,-0.0173162072903,0.999839013931
0,1424,0,,0.11188136089,0.101037797958,5.71722825168,-0.000698043484114,0.00442247573241,-0.0173059234187,0.999840216964
0,1425,0,,0.113732329285,0.100848082727,5.71971968497,-0.000729237231433,0.00449320844486,-0.017298639524,0.999840005382
0,1426,0,,0.115604842185,0.100664943046,5.72222725987,-0.000757082594071,0.00489714780858,-0.0172906789583,0.99983822551
0,1427,0,,0.119429750033,0.100318546399,5.72727498991,-0.000790897713792,0.00659600947461,-0.0172793168982,0.99982863149
0,1428,0,,0.123409811811,0.0999984235366,5.73235961315,-0.000818836989682,0.00866164426363,-0.0172736067639,0.999812946472
0,1429,0,,0.1276105053,0.0997037713035,5.73745025476,-0.000814809755536,0.0104335942567,-0.0172693014253,0.999796102925
0,1430,0,,0.132085432321,0.0994331642094,5.74252318344,-0.000769648766477,0.0116996601829,-0.017266373041,0.999782175253
0,1431,0,,0.136869510769,0.0991842719454,5.74757493364,-0.000692945729332,0.0123110230288,-0.0172616130111,0.999774972308
0,1432,0,,0.14464799634,0.0988453539786,5.75512832402,-0.000563040483857,0.0121584206949,-0.0172563229146,0.999777012694
0,1433,0,,0.147397358362,0.098740048165,5.75764832387,-0.000501987697544,0.0119105426341,-0.0172545502354,0.999780059552
0,1434,0,,0.150220856357,0.0986378837127,5.76017053178,-0.000458342693202,0.0115897873809,-0.0172522144021,0.999783890573
0,1435,0,,0.153115150413,0.0985384608315,5.76269475326,-0.000424410213421,0.0112019321455,-0.017249704737,0.999788369746
0,1436,0,,0.156076392578,0.0984415866204,5.76522258079,-0.00039677230749,0.0107740437701,-0.0172489429573,0.999793096855
0,1437,0,,0.162183228491,0.0982547451193,5.77029398196,-0.000368003517999,0.00986969709142,-0.0172505432304,0.999802416686
0,1438,0,,0.16850797171,0.0980769203148,5.77538242277,-0.000418137360554,0.00897717092743,-0.0172521668593,0.999810781249
0,1439,0,,0.175019184113,0.0979098592724,5.78047872258,-0.000484711756659,0.00817232735841,-0.0172558423816,0.999817590375
0,1440,0,,0.181689286586,0.0977559116182,5.78558101778,-0.000524530142756,0.00750709210145,-0.0172663853482,0.999822604452
0,1441,0,,0.19194353639,0.0975532793067,5.79323849876,-0.000637222275941,0.00678416107959,-0.017282614903,0.999827425273
0,1442,0,,0.198921471124,0.0974404473131,5.79834763493,-0.000727950947677,0.00650248184012,-0.0172931416891,0.999829052922
0,1443,0,,0.20244880336,0.0973917161687,5.80090495729,-0.000759034870415,0.00640735747537,-0.0172974932895,0.999829568658
0,1444,0,,0.206000586128,0.0973484563669,5.80346523922,-0.000775439948042,0.00632829399226,-0.017300711427,0.999830003937
0,1445,0,,0.213174958896,0.0972786950074,5.80859794807,-0.000793037204124,0.00621930969294,-0.0173049457067,0.999830600718
0,1446,0,,0.220440450068,0.0972315739877,5.81374703871,-0.000847988706108,0.00617341712309,-0.0173097400375,0.999830757046
0,1447,0,,0.227794517698,0.097208378666,5.81891105663,-0.000912695110011,0.00615218189919,-0.0173170343671,0.999830704653
0,1448,0,,0.235235315439,0.0972107448368,5.82409225176,-0.00094362847792,0.00611360929635,-0.0173254924768,0.999830766008
0,1449,0,,0.242760358245,0.0972394257637,5.82928368935,-0.000979682215808,0.00599891315955,-0.0173376107143,0.999831216015
0,1450,0,,0.254194747846,0.0973330047034,5.83707145644,-0.000985909862155,0.00569577624435,-0.0173536352699,0.999832704735
0,1451,0,,0.261904411189,0.097428993545,5.84225710417,-0.00099683086837,0.00547257595107,-0.0173645458533,0.999833751075
0,1452,0,,0.265782179988,0.0974870655119,5.84485069205,-0.00102098214735,0.00535096892804,-0.0173690102713,0.999834307378
0,1453,0,,0.269673783966,0.0975520006332,5.84744613217,-0.00105684849463,0.00523241095802,-0.0173751491563,0.999834790922
0,1454,0,,0.277494324978,0.0977033877053,5.85264132866,-0.00109387338555,0.00500552358402,-0.0173913894728,0.999835630365
0,1455,0,,0.285358275844,0.0978841466729,5.85784319302,-0.00109512823064,0.0048078752063,-0.0174048761049,0.999836364271
0,1456,0,,0.293259108489,0.0980940139935,5.86304998176,-0.00107676138155,0.00470890857838,-0.0174134770706,0.999836705458
0,1457,0,,0.301193216853,0.0983319678058,5.86826624462,-0.00103397303395,0.00465656836332,-0.0174191243571,0.999836897388
0,1458,0,,0.313152428832,0.0987381328296,5.876112931,-0.00101405361874,0.00458885688847,-0.0174259868177,0.999837111269
0,1459,0,,0.317153440842,0.0988861739047,5.87873246657,-0.00102016780135,0.00456545588659,-0.0174300124894,0.999837142006
0,1460,0,,0.321161395479,0.0990405370663,5.88135165556,-0.00101746384751,0.0045447399208,-0.0174356296619,0.999837141201
0,1461,0,,0.325176099279,0.0992011338684,5.8839678231,-0.00100503071012,0.00451872435467,-0.0174419781509,0.999837160963
0,1462,0,,0.329197317883,0.0993678615763,5.8865792366,-0.000993866869762,0.00448355237406,-0.0174486318907,0.999837214366
0,1463,0,,0.337257885713,0.099719178893,5.89178756446,-0.00101243877625,0.0043856401189,-0.0174601175116,0.999837429498
0,1464,0,,0.345339668307,0.100094726031,5.89697939244,-0.00108463283155,0.00432629021076,-0.0174676632297,0.999837480557
0,1465,0,,0.353440168977,0.100496378982,5.90215590165,-0.00117260235644,0.00428288000737,-0.0174748156157,0.999837443169
0,1466,0,,0.361557966818,0.100926495224,5.90732116917,-0.00122417567073,0.00425272841548,-0.0174815569013,0.999837392211
0,1467,0,,0.365623084409,0.1011526996,5.90990622191,-0.00123615464009,0.00424257060581,-0.0174748753648,0.999837537427
0,1468,0,,0.373765682027,0.101628091464,5.91513173549,-0.00140990038329,0.00424751537189,-0.0171906932619,0.999842212981
0,1469,0,,0.377843137337,0.101878460253,5.91776043326,-0.00158069563097,0.00424800711371,-0.0168656303613,0.999847491545
0,1470,0,,0.381924670485,0.102138813597,5.92039178341,-0.00177191153879,0.00425353083652,-0.0164223473727,0.999854526575
0,1471,0,,0.390100366273,0.10269522174,5.92565845292,-0.00209319254582,0.00426500866894,-0.0152406542904,0.999872567232
0,1472,0,,0.398293003538,0.10330659322,5.93092744157,-0.00215541741,0.00427002195163,-0.013771872892,0.999893722655
0,1473,0,,0.406502095508,0.103974529801,5.93618597555,-0.00197335233086,0.00427036531149,-0.0121231411537,0.99991544608
0,1474,0,,0.414727042205,0.104692885259,5.94141651497,-0.00165738400805,0.00425976622205,-0.0103612504738,0.999935873923
0,1475,0,,0.427092172464,0.105842421704,5.94920050787,-0.00119332587059,0.00422663801561,-0.00759501165083,0.999961512911
0,1476,0,,0.435352301507,0.106642168623,5.95435997882,-0.000938583703268,0.00418759248254,-0.00570475304598,0.999974519137
0,1477,0,,0.43948682142,0.107048889129,5.9569344225,-0.000812474221472,0.00417750110641,-0.0047516822516,0.999979654736
0,1478,0,,0.443624180774,0.107458863961,5.95950909937,-0.000699996620473,0.00416478347148,-0.00379513261078,0.999983880646
0,1479,0,,0.451906904126,0.108285222327,5.96466587472,-0.000557152231283,0.00410729005184,-0.00187166445567,0.999989658258
0,1480,0,,0.460198687047,0.109116869711,5.96983836208,-0.000512282251284,0.00406030050145,6.42053600562e-05,0.999991623667
0,1481,0,,0.468497801017,0.109952475256,5.97503020137,-0.000521762004771,0.0040490348602,0.00200531164758,0.99998965585
0,1482,0,,0.476803568758,0.11079260211,5.9802441185,-0.000593187142732,0.0040463652675,0.00394417311222,0.999983859148
0,1483,0,,0.48927444805,0.11206663939,5.98808318812,-0.000720875779916,0.0040532741293,0.00686345546869,0.99996797163
0,1484,0,,0.493434773507,0.112496432006,5.99069620214,-0.00073820596425,0.00406092732686,0.00783921604085,0.999960754536
0,1485,0,,0.497596838272,0.112929174659,5.99330703296,-0.000740957826298,0.00406743296247,0.00881472822636,0.999952602645
0,1486,0,,0.501760685657,0.113364870701,5.9959151124,-0.00073426964663,0.0040696970248,0.00979091150675,0.999943516638
0,1487,0,,0.505926277894,0.113803505523,5.99851970887,-0.000715675305261,0.00406701814406,0.0107671888331,0.999933505198
0,1488,0,,0.514262456187,0.114688932807,6.00371610587,-0.000658008679022,0.00405237359792,0.0127230758492,0.999910630323
0,1489,0,,0.522604620454,0.115583685541,6.00890053284,-0.000557983467216,0.0040318404997,0.014678209697,0.999883984809
0,1490,0,,0.530952243114,0.116484787046,6.01409520763,-0.00046991311575,0.00404081877852,0.0166768533802,0.999852655908
0,1491,0,,0.539305966977,0.117390165091,6.01935291666,-0.000638806437798,0.00412110440124,0.0190620844458,0.999809604556
0,1492,0,,0.551853251796,0.118769677914,6.0272855834,-0.00118213802987,0.00425615991534,0.023494048064,0.999714217843
0,1493,0,,0.560232997959,0.119719923443,6.03258831768,-0.00133818083389,0.00427113103305,0.0268614083396,0.999629146961
0,1494,0,,0.564427484466,0.120206836588,6.03523960374,-0.00132431428009,0.00426329066894,0.0286266413208,0.999580204862
0,1495,0,,0.568624820582,0.120701612024,6.03788735297,-0.00127819941054,0.00423683426456,0.0304315833637,0.999527055249
0,1496,0,,0.577026787979,0.121713181143,6.04316658278,-0.00114005096666,0.00412760244161,0.0341278918731,0.999408300035
0,1497,0,,0.585435179653,0.122750149704,6.04842154899,-0.000938016962063,0.00400500115247,0.0378983051824,0.999273135111
0,1498,0,,0.593845864605,0.123806119064,6.05365523208,-0.000670780887581,0.00393104891007,0.0417148066304,0.999121600114
0,1499,0,,0.602256457835,0.124872994514,6.05886876374,-0.000416563518623,0.00389559027453,0.0455568104028,0.998954066951
0,1500,0,,0.610666379841,0.125943023955,6.06406714445,-0.000208769780157,0.00389000722754,0.0494091939032,0.998771022716
0,1501,0,,0.619075991896,0.12701015095,6.06925864001,-9.822059615e-05,0.00387238438144,0.0532692746138,0.998572671053
0,1502,0,,0.623280666682,0.127541533657,6.07185344775,-8.34830135644e-05,0.00387450197432,0.0552011681401,0.998467732228
0,1503,0,,0.627485207261,0.128071334978,6.07444778169,-8.22752753701e-05,0.00389050237928,0.0571342161387,0.998358922717
0,1504,0,,0.631689762274,0.128599638852,6.07704278234,-8.92997271211e-05,0.00391103057996,0.0590688894456,0.998246243251
0,1505,0,,0.635894455874,0.129126587769,6.07963929337,-0.000107289330792,0.00393206683544,0.0610042633125,0.99812975469
0,1506,0,,0.640099462196,0.129652401174,6.08223786082,-0.000131016375645,0.00395728894228,0.0629413244069,0.998009374896
0,1507,0,,0.64851109345,0.130701667412,6.0874369256,-0.000159015944201,0.0040020153133,0.0668193178169,0.997757053272
0,1508,0,,0.652718140859,0.131225501668,6.09004819196,-0.000192635167934,0.00400528074376,0.068805244906,0.997622052128
